category	sample	sum_abund	groups
Elfamycin	MH0173	0	Ab (determinants)
Beta-lactam	MH0173	1.55642661395e-09	Ab (determinants)
Peptide	MH0173	0	Ab (determinants)
Coumarin	MH0173	1.53337957052e-08	Ab (mutations)
Rifampin	MH0173	4.31388522277e-09	Ab (mutations)
Sulfonamides	MH0173	2.25681612291e-10	Ab (mutations)
Fluoroquinolones	MH0173	3.04065230299e-08	Ab (mutations)
Metals	V1.UC31-4	2.45276370521e-06	Metals
Biocides	V1.UC31-4	7.29950225593e-07	Biocides
Metals	MH0132	4.15670899249e-07	Metals
Biocides	MH0132	8.91810925013e-08	Biocides
Aminoglycoside	O2.UC53-2	1.64858783898e-08	Ab (determinants)
Tetracycline derivative	O2.UC53-2	2.59809004568e-07	Ab (determinants)
Nucleoside	O2.UC53-2	6.20068144582e-09	Ab (determinants)
Pleuromutilin	O2.UC53-2	0	Ab (determinants)
Diaminopyrimidine	O2.UC53-2	1.3022932737e-08	Ab (determinants)
Glycopeptide	O2.UC53-2	1.14065012197e-09	Ab (determinants)
Lincosamide	O2.UC53-2	1.24124564772e-07	Ab (determinants)
Streptogramin	O2.UC53-2	1.33825816565e-07	Ab (determinants)
Sulfonamide	O2.UC53-2	1.83499018443e-09	Ab (determinants)
Aminonucleoside	O2.UC53-2	0	Ab (determinants)
Aminocoumarin	O2.UC53-2	5.45333408756e-12	Ab (determinants)
Mixture	O2.UC53-2	8.33222887377e-10	Ab (determinants)
Miscellaneous	O2.UC53-2	0	Ab (determinants)
Rifamycin	O2.UC53-2	4.3294067826e-11	Ab (determinants)
Lipopeptide	O2.UC53-2	7.29290055202e-11	Ab (determinants)
Fluoroquinolone	O2.UC53-2	8.68037277562e-11	Ab (determinants)
Oxazolidinone	O2.UC53-2	0	Ab (determinants)
Acridine dye	O2.UC53-2	5.57285433089e-12	Ab (determinants)
Macrolide	O2.UC53-2	1.45107224895e-07	Ab (determinants)
Phenicol	O2.UC53-2	5.48610856266e-09	Ab (determinants)
Elfamycin	O2.UC53-2	0	Ab (determinants)
Beta-lactam	O2.UC53-2	3.08974061397e-08	Ab (determinants)
Peptide	O2.UC53-2	2.07001405705e-11	Ab (determinants)
Coumarin	O2.UC53-2	3.05998883055e-09	Ab (mutations)
Rifampin	O2.UC53-2	5.3797299637e-09	Ab (mutations)
Sulfonamides	O2.UC53-2	2.06693596002e-09	Ab (mutations)
Fluoroquinolones	O2.UC53-2	3.68903601803e-08	Ab (mutations)
Aminoglycoside	V1.UC3-2	1.96540324957e-09	Ab (determinants)
Tetracycline derivative	V1.UC3-2	1.30612154276e-07	Ab (determinants)
Nucleoside	V1.UC3-2	2.86767408378e-10	Ab (determinants)
Pleuromutilin	V1.UC3-2	0	Ab (determinants)
Diaminopyrimidine	V1.UC3-2	3.45140159441e-09	Ab (determinants)
Glycopeptide	V1.UC3-2	0	Ab (determinants)
Lincosamide	V1.UC3-2	3.43636390748e-08	Ab (determinants)
Streptogramin	V1.UC3-2	1.94050949614e-08	Ab (determinants)
Sulfonamide	V1.UC3-2	3.39895389193e-10	Ab (determinants)
Aminonucleoside	V1.UC3-2	0	Ab (determinants)
Aminocoumarin	V1.UC3-2	1.99617395337e-10	Ab (determinants)
Mixture	V1.UC3-2	1.42109507183e-09	Ab (determinants)
Miscellaneous	V1.UC3-2	1.64114240478e-09	Ab (determinants)
Rifamycin	V1.UC3-2	1.38515550983e-09	Ab (determinants)
Lipopeptide	V1.UC3-2	1.48951117274e-10	Ab (determinants)
Fluoroquinolone	V1.UC3-2	1.74017057264e-09	Ab (determinants)
Oxazolidinone	V1.UC3-2	0	Ab (determinants)
Acridine dye	V1.UC3-2	0	Ab (determinants)
Macrolide	V1.UC3-2	6.35408822873e-08	Ab (determinants)
Phenicol	V1.UC3-2	5.77350356366e-09	Ab (determinants)
Elfamycin	V1.UC3-2	0	Ab (determinants)
Beta-lactam	V1.UC3-2	1.1596017153e-07	Ab (determinants)
Peptide	V1.UC3-2	1.89552211613e-10	Ab (determinants)
Coumarin	V1.UC3-2	2.56058156561e-09	Ab (mutations)
Rifampin	V1.UC3-2	9.52331526438e-09	Ab (mutations)
Sulfonamides	V1.UC3-2	5.64912708519e-09	Ab (mutations)
Fluoroquinolones	V1.UC3-2	6.21339158365e-08	Ab (mutations)
Aminoglycoside	V1.CD4-0	1.40990019422e-08	Ab (determinants)
Tetracycline derivative	V1.CD4-0	2.05964618921e-07	Ab (determinants)
Nucleoside	V1.CD4-0	2.69659817663e-09	Ab (determinants)
Pleuromutilin	V1.CD4-0	0	Ab (determinants)
Diaminopyrimidine	V1.CD4-0	3.22923623443e-09	Ab (determinants)
Glycopeptide	V1.CD4-0	1.78500428495e-09	Ab (determinants)
Lincosamide	V1.CD4-0	1.01679272113e-07	Ab (determinants)
Streptogramin	V1.CD4-0	8.87290112521e-08	Ab (determinants)
Sulfonamide	V1.CD4-0	7.51617925638e-10	Ab (determinants)
Aminonucleoside	V1.CD4-0	0	Ab (determinants)
Aminocoumarin	V1.CD4-0	9.85394094233e-11	Ab (determinants)
Mixture	V1.CD4-0	9.62569014724e-11	Ab (determinants)
Miscellaneous	V1.CD4-0	0	Ab (determinants)
Rifamycin	V1.CD4-0	2.16741439096e-11	Ab (determinants)
Lipopeptide	V1.CD4-0	2.0738664142e-11	Ab (determinants)
Fluoroquinolone	V1.CD4-0	2.07172931237e-10	Ab (determinants)
Oxazolidinone	V1.CD4-0	0	Ab (determinants)
Acridine dye	V1.CD4-0	1.10369144334e-11	Ab (determinants)
Macrolide	V1.CD4-0	8.97837586538e-08	Ab (determinants)
Phenicol	V1.CD4-0	2.02755874281e-09	Ab (determinants)
Elfamycin	V1.CD4-0	0	Ab (determinants)
Beta-lactam	V1.CD4-0	8.39055280993e-08	Ab (determinants)
Peptide	V1.CD4-0	0	Ab (determinants)
Coumarin	V1.CD4-0	3.43464585524e-09	Ab (mutations)
Rifampin	V1.CD4-0	4.61923029569e-09	Ab (mutations)
Sulfonamides	V1.CD4-0	7.86454962748e-09	Ab (mutations)
Fluoroquinolones	V1.CD4-0	2.70502862671e-08	Ab (mutations)
Metals	O2.UC38-2	4.2997531703e-06	Metals
Biocides	O2.UC38-2	1.63433070053e-06	Biocides
Metals	V1.UC17-2	2.55686186322e-06	Metals
Biocides	V1.UC17-2	7.105580904e-07	Biocides
Aminoglycoside	MH0085	5.34777482168e-09	Ab (determinants)
Tetracycline derivative	MH0085	5.86349346444e-08	Ab (determinants)
Nucleoside	MH0085	4.58603334946e-10	Ab (determinants)
Pleuromutilin	MH0085	0	Ab (determinants)
Diaminopyrimidine	MH0085	9.13311917437e-10	Ab (determinants)
Glycopeptide	MH0085	3.25036827949e-10	Ab (determinants)
Lincosamide	MH0085	9.54959626669e-09	Ab (determinants)
Streptogramin	MH0085	9.3479960936e-09	Ab (determinants)
Sulfonamide	MH0085	7.94017231734e-12	Ab (determinants)
Aminonucleoside	MH0085	0	Ab (determinants)
Aminocoumarin	MH0085	8.98548545991e-11	Ab (determinants)
Mixture	MH0085	1.66306863944e-09	Ab (determinants)
Miscellaneous	MH0085	0	Ab (determinants)
Rifamycin	MH0085	3.35322868563e-11	Ab (determinants)
Lipopeptide	MH0085	2.27728455111e-10	Ab (determinants)
Fluoroquinolone	MH0085	2.92771914885e-10	Ab (determinants)
Oxazolidinone	MH0085	0	Ab (determinants)
Acridine dye	MH0085	8.16094910732e-12	Ab (determinants)
Macrolide	MH0085	9.48620972356e-09	Ab (determinants)
Phenicol	MH0085	1.17708183029e-09	Ab (determinants)
Elfamycin	MH0085	0	Ab (determinants)
Beta-lactam	MH0085	2.07653736751e-08	Ab (determinants)
Peptide	MH0085	0	Ab (determinants)
Coumarin	MH0085	9.37022747326e-10	Ab (mutations)
Rifampin	MH0085	7.82828850407e-09	Ab (mutations)
Sulfonamides	MH0085	2.32772477119e-10	Ab (mutations)
Fluoroquinolones	MH0085	4.66605080321e-08	Ab (mutations)
Metals	MH0107	4.29313189264e-07	Metals
Biocides	MH0107	1.13033100266e-07	Biocides
Aminoglycoside	V1.UC34-0	9.50285294008e-09	Ab (determinants)
Tetracycline derivative	V1.UC34-0	1.2458475721e-07	Ab (determinants)
Nucleoside	V1.UC34-0	1.03554737933e-09	Ab (determinants)
Pleuromutilin	V1.UC34-0	0	Ab (determinants)
Diaminopyrimidine	V1.UC34-0	1.30859493517e-09	Ab (determinants)
Glycopeptide	V1.UC34-0	7.40765154745e-10	Ab (determinants)
Lincosamide	V1.UC34-0	7.68741925677e-08	Ab (determinants)
Streptogramin	V1.UC34-0	6.80529489268e-08	Ab (determinants)
Sulfonamide	V1.UC34-0	8.82885288421e-09	Ab (determinants)
Aminonucleoside	V1.UC34-0	0	Ab (determinants)
Aminocoumarin	V1.UC34-0	1.12090887149e-10	Ab (determinants)
Mixture	V1.UC34-0	1.76863976012e-10	Ab (determinants)
Miscellaneous	V1.UC34-0	0	Ab (determinants)
Rifamycin	V1.UC34-0	0	Ab (determinants)
Lipopeptide	V1.UC34-0	1.8026201091e-10	Ab (determinants)
Fluoroquinolone	V1.UC34-0	2.1351745538e-10	Ab (determinants)
Oxazolidinone	V1.UC34-0	0	Ab (determinants)
Acridine dye	V1.UC34-0	0	Ab (determinants)
Macrolide	V1.UC34-0	6.96867922e-08	Ab (determinants)
Phenicol	V1.UC34-0	1.14648544289e-09	Ab (determinants)
Elfamycin	V1.UC34-0	0	Ab (determinants)
Beta-lactam	V1.UC34-0	4.28792761701e-08	Ab (determinants)
Peptide	V1.UC34-0	1.48802835425e-11	Ab (determinants)
Coumarin	V1.UC34-0	8.21987439747e-09	Ab (mutations)
Rifampin	V1.UC34-0	6.16647150106e-09	Ab (mutations)
Sulfonamides	V1.UC34-0	2.23491642276e-08	Ab (mutations)
Fluoroquinolones	V1.UC34-0	5.37177584451e-08	Ab (mutations)
Aminoglycoside	MH0174	7.19040155452e-09	Ab (determinants)
Tetracycline derivative	MH0174	1.38898277787e-07	Ab (determinants)
Nucleoside	MH0174	2.12961504329e-09	Ab (determinants)
Pleuromutilin	MH0174	0	Ab (determinants)
Diaminopyrimidine	MH0174	2.14351635172e-09	Ab (determinants)
Glycopeptide	MH0174	2.76889193561e-09	Ab (determinants)
Lincosamide	MH0174	1.8794924375e-08	Ab (determinants)
Streptogramin	MH0174	1.56259932616e-08	Ab (determinants)
Sulfonamide	MH0174	5.19320511538e-12	Ab (determinants)
Aminonucleoside	MH0174	0	Ab (determinants)
Aminocoumarin	MH0174	8.93101484825e-11	Ab (determinants)
Mixture	MH0174	2.42575752239e-10	Ab (determinants)
Miscellaneous	MH0174	0	Ab (determinants)
Rifamycin	MH0174	1.46021782883e-10	Ab (determinants)
Lipopeptide	MH0174	1.3414612417e-10	Ab (determinants)
Fluoroquinolone	MH0174	2.30055475314e-10	Ab (determinants)
Oxazolidinone	MH0174	0	Ab (determinants)
Acridine dye	MH0174	0	Ab (determinants)
Macrolide	MH0174	1.62567752702e-08	Ab (determinants)
Phenicol	MH0174	1.71227261167e-09	Ab (determinants)
Elfamycin	MH0174	0	Ab (determinants)
Beta-lactam	MH0174	4.22375604088e-09	Ab (determinants)
Peptide	MH0174	0	Ab (determinants)
Coumarin	MH0174	7.78783254298e-10	Ab (mutations)
Rifampin	MH0174	2.83070016815e-09	Ab (mutations)
Sulfonamides	MH0174	1.31689346423e-10	Ab (mutations)
Fluoroquinolones	MH0174	1.81500034237e-08	Ab (mutations)
Aminoglycoside	O2.UC14-2	2.23478547612e-08	Ab (determinants)
Tetracycline derivative	O2.UC14-2	2.13871146545e-07	Ab (determinants)
Nucleoside	O2.UC14-2	7.56935848414e-09	Ab (determinants)
Pleuromutilin	O2.UC14-2	0	Ab (determinants)
Diaminopyrimidine	O2.UC14-2	2.35348245066e-09	Ab (determinants)
Glycopeptide	O2.UC14-2	2.00701397281e-08	Ab (determinants)
Lincosamide	O2.UC14-2	8.66874180583e-08	Ab (determinants)
Streptogramin	O2.UC14-2	5.99613882588e-08	Ab (determinants)
Sulfonamide	O2.UC14-2	1.18187459861e-10	Ab (determinants)
Aminonucleoside	O2.UC14-2	0	Ab (determinants)
Aminocoumarin	O2.UC14-2	6.90204687637e-11	Ab (determinants)
Mixture	O2.UC14-2	7.44980801636e-10	Ab (determinants)
Miscellaneous	O2.UC14-2	0	Ab (determinants)
Rifamycin	O2.UC14-2	8.7289453292e-11	Ab (determinants)
Lipopeptide	O2.UC14-2	1.76785828994e-10	Ab (determinants)
Fluoroquinolone	O2.UC14-2	4.14166220868e-10	Ab (determinants)
Oxazolidinone	O2.UC14-2	0	Ab (determinants)
Acridine dye	O2.UC14-2	0	Ab (determinants)
Macrolide	O2.UC14-2	6.59074531586e-08	Ab (determinants)
Phenicol	O2.UC14-2	4.22988160347e-08	Ab (determinants)
Elfamycin	O2.UC14-2	0	Ab (determinants)
Beta-lactam	O2.UC14-2	4.44560076285e-08	Ab (determinants)
Peptide	O2.UC14-2	9.96676965376e-11	Ab (determinants)
Coumarin	O2.UC14-2	9.90480045817e-10	Ab (mutations)
Rifampin	O2.UC14-2	2.46684708859e-09	Ab (mutations)
Sulfonamides	O2.UC14-2	3.35178509132e-09	Ab (mutations)
Fluoroquinolones	O2.UC14-2	2.41528437696e-08	Ab (mutations)
Metals	V1.UC41-0	2.24505268354e-06	Metals
Biocides	V1.UC41-0	7.46811918966e-07	Biocides
Metals	MH0075	2.99619040489e-07	Metals
Biocides	MH0075	1.05196591494e-07	Biocides
Aminoglycoside	O2.UC9-2	7.04068192892e-09	Ab (determinants)
Tetracycline derivative	O2.UC9-2	1.58755701642e-07	Ab (determinants)
Nucleoside	O2.UC9-2	1.46390259836e-09	Ab (determinants)
Pleuromutilin	O2.UC9-2	0	Ab (determinants)
Diaminopyrimidine	O2.UC9-2	7.82288650021e-09	Ab (determinants)
Glycopeptide	O2.UC9-2	3.18241847757e-09	Ab (determinants)
Lincosamide	O2.UC9-2	1.86622444988e-08	Ab (determinants)
Streptogramin	O2.UC9-2	1.82376979379e-08	Ab (determinants)
Sulfonamide	O2.UC9-2	2.28130762483e-10	Ab (determinants)
Aminonucleoside	O2.UC9-2	0	Ab (determinants)
Aminocoumarin	O2.UC9-2	8.64265179235e-11	Ab (determinants)
Mixture	O2.UC9-2	1.00995924794e-09	Ab (determinants)
Miscellaneous	O2.UC9-2	0	Ab (determinants)
Rifamycin	O2.UC9-2	2.27740509468e-11	Ab (determinants)
Lipopeptide	O2.UC9-2	2.46157266265e-10	Ab (determinants)
Fluoroquinolone	O2.UC9-2	1.84816881638e-10	Ab (determinants)
Oxazolidinone	O2.UC9-2	0	Ab (determinants)
Acridine dye	O2.UC9-2	0	Ab (determinants)
Macrolide	O2.UC9-2	2.91311028842e-08	Ab (determinants)
Phenicol	O2.UC9-2	2.62883936158e-08	Ab (determinants)
Elfamycin	O2.UC9-2	0	Ab (determinants)
Beta-lactam	O2.UC9-2	4.79484523845e-08	Ab (determinants)
Peptide	O2.UC9-2	0	Ab (determinants)
Coumarin	O2.UC9-2	3.11084572926e-09	Ab (mutations)
Rifampin	O2.UC9-2	3.87216942998e-09	Ab (mutations)
Sulfonamides	O2.UC9-2	6.79524099671e-09	Ab (mutations)
Fluoroquinolones	O2.UC9-2	2.93650033192e-08	Ab (mutations)
Metals	MH0163	6.00232485848e-07	Metals
Biocides	MH0163	3.29795854265e-07	Biocides
Metals	V1.UC53-0	1.98964287506e-06	Metals
Biocides	V1.UC53-0	4.18011859354e-07	Biocides
Aminoglycoside	MH0165	2.63844527317e-09	Ab (determinants)
Tetracycline derivative	MH0165	7.24056575503e-08	Ab (determinants)
Nucleoside	MH0165	2.76137018252e-10	Ab (determinants)
Pleuromutilin	MH0165	0	Ab (determinants)
Diaminopyrimidine	MH0165	1.04645446137e-11	Ab (determinants)
Glycopeptide	MH0165	9.28729427074e-09	Ab (determinants)
Lincosamide	MH0165	5.67928890381e-09	Ab (determinants)
Streptogramin	MH0165	4.97118805162e-09	Ab (determinants)
Sulfonamide	MH0165	0	Ab (determinants)
Aminonucleoside	MH0165	0	Ab (determinants)
Aminocoumarin	MH0165	0	Ab (determinants)
Mixture	MH0165	0	Ab (determinants)
Miscellaneous	MH0165	0	Ab (determinants)
Rifamycin	MH0165	0	Ab (determinants)
Lipopeptide	MH0165	0	Ab (determinants)
Fluoroquinolone	MH0165	1.04645446137e-11	Ab (determinants)
Oxazolidinone	MH0165	0	Ab (determinants)
Acridine dye	MH0165	0	Ab (determinants)
Macrolide	MH0165	9.02411734038e-09	Ab (determinants)
Phenicol	MH0165	1.29531219164e-09	Ab (determinants)
Elfamycin	MH0165	0	Ab (determinants)
Beta-lactam	MH0165	4.87513011428e-08	Ab (determinants)
Peptide	MH0165	0	Ab (determinants)
Coumarin	MH0165	4.19344155005e-10	Ab (mutations)
Rifampin	MH0165	3.69465909359e-09	Ab (mutations)
Sulfonamides	MH0165	1.16616161017e-09	Ab (mutations)
Fluoroquinolones	MH0165	2.52918377686e-08	Ab (mutations)
Aminoglycoside	MH0129	4.78444827231e-09	Ab (determinants)
Tetracycline derivative	MH0129	1.01481840633e-07	Ab (determinants)
Nucleoside	MH0129	1.57702125653e-09	Ab (determinants)
Pleuromutilin	MH0129	0	Ab (determinants)
Diaminopyrimidine	MH0129	4.71718968229e-10	Ab (determinants)
Glycopeptide	MH0129	3.09060059184e-09	Ab (determinants)
Lincosamide	MH0129	1.33055432157e-08	Ab (determinants)
Streptogramin	MH0129	1.33027200898e-08	Ab (determinants)
Sulfonamide	MH0129	3.57975226808e-10	Ab (determinants)
Aminonucleoside	MH0129	0	Ab (determinants)
Aminocoumarin	MH0129	1.05450066812e-11	Ab (determinants)
Mixture	MH0129	0	Ab (determinants)
Miscellaneous	MH0129	0	Ab (determinants)
Rifamycin	MH0129	0	Ab (determinants)
Lipopeptide	MH0129	0	Ab (determinants)
Fluoroquinolone	MH0129	6.30789949967e-12	Ab (determinants)
Oxazolidinone	MH0129	0	Ab (determinants)
Acridine dye	MH0129	6.30789949967e-12	Ab (determinants)
Macrolide	MH0129	1.61539505462e-08	Ab (determinants)
Phenicol	MH0129	2.262079928e-09	Ab (determinants)
Elfamycin	MH0129	0	Ab (determinants)
Beta-lactam	MH0129	1.40236165506e-08	Ab (determinants)
Peptide	MH0129	0	Ab (determinants)
Coumarin	MH0129	1.5894189042e-09	Ab (mutations)
Rifampin	MH0129	3.66619836861e-09	Ab (mutations)
Sulfonamides	MH0129	1.28106588419e-09	Ab (mutations)
Fluoroquinolones	MH0129	2.57441144806e-08	Ab (mutations)
Aminoglycoside	O2.UC60-0	8.2117145048e-09	Ab (determinants)
Tetracycline derivative	O2.UC60-0	1.64515058024e-07	Ab (determinants)
Nucleoside	O2.UC60-0	1.14174751374e-09	Ab (determinants)
Pleuromutilin	O2.UC60-0	0	Ab (determinants)
Diaminopyrimidine	O2.UC60-0	3.00958510742e-09	Ab (determinants)
Glycopeptide	O2.UC60-0	2.09281316103e-08	Ab (determinants)
Lincosamide	O2.UC60-0	2.31200046666e-08	Ab (determinants)
Streptogramin	O2.UC60-0	1.86507040379e-08	Ab (determinants)
Sulfonamide	O2.UC60-0	0	Ab (determinants)
Aminonucleoside	O2.UC60-0	0	Ab (determinants)
Aminocoumarin	O2.UC60-0	7.5377506638e-10	Ab (determinants)
Mixture	O2.UC60-0	1.42439448974e-09	Ab (determinants)
Miscellaneous	O2.UC60-0	3.58505424227e-10	Ab (determinants)
Rifamycin	O2.UC60-0	4.79818756771e-10	Ab (determinants)
Lipopeptide	O2.UC60-0	1.22875894884e-09	Ab (determinants)
Fluoroquinolone	O2.UC60-0	1.88320749446e-09	Ab (determinants)
Oxazolidinone	O2.UC60-0	0	Ab (determinants)
Acridine dye	O2.UC60-0	0	Ab (determinants)
Macrolide	O2.UC60-0	3.45245458465e-08	Ab (determinants)
Phenicol	O2.UC60-0	2.65291626817e-08	Ab (determinants)
Elfamycin	O2.UC60-0	0	Ab (determinants)
Beta-lactam	O2.UC60-0	3.8796904409e-08	Ab (determinants)
Peptide	O2.UC60-0	1.60085957963e-10	Ab (determinants)
Coumarin	O2.UC60-0	4.20989025842e-09	Ab (mutations)
Rifampin	O2.UC60-0	2.20152861565e-09	Ab (mutations)
Sulfonamides	O2.UC60-0	9.31025460583e-10	Ab (mutations)
Fluoroquinolones	O2.UC60-0	1.75002600862e-08	Ab (mutations)
Aminoglycoside	MH0172	2.5284043593e-09	Ab (determinants)
Tetracycline derivative	MH0172	1.51488025118e-07	Ab (determinants)
Nucleoside	MH0172	9.17409814704e-10	Ab (determinants)
Pleuromutilin	MH0172	0	Ab (determinants)
Diaminopyrimidine	MH0172	1.13922969961e-09	Ab (determinants)
Glycopeptide	MH0172	1.79970876785e-09	Ab (determinants)
Lincosamide	MH0172	3.62239941988e-08	Ab (determinants)
Streptogramin	MH0172	3.51946891868e-08	Ab (determinants)
Sulfonamide	MH0172	1.02476528038e-11	Ab (determinants)
Aminonucleoside	MH0172	0	Ab (determinants)
Aminocoumarin	MH0172	1.13789927265e-10	Ab (determinants)
Mixture	MH0172	1.79996686911e-10	Ab (determinants)
Miscellaneous	MH0172	0	Ab (determinants)
Rifamycin	MH0172	6.49155748178e-11	Ab (determinants)
Lipopeptide	MH0172	1.51492001868e-10	Ab (determinants)
Fluoroquinolone	MH0172	2.11335908196e-10	Ab (determinants)
Oxazolidinone	MH0172	0	Ab (determinants)
Acridine dye	MH0172	5.20836705105e-12	Ab (determinants)
Macrolide	MH0172	3.54742137246e-08	Ab (determinants)
Phenicol	MH0172	2.77866393588e-08	Ab (determinants)
Elfamycin	MH0172	0	Ab (determinants)
Beta-lactam	MH0172	8.0238197187e-09	Ab (determinants)
Peptide	MH0172	7.82457475325e-11	Ab (determinants)
Coumarin	MH0172	1.02613924683e-08	Ab (mutations)
Rifampin	MH0172	3.51050424331e-09	Ab (mutations)
Sulfonamides	MH0172	6.9914252898e-10	Ab (mutations)
Fluoroquinolones	MH0172	2.40550913841e-08	Ab (mutations)
Aminoglycoside	MH0157	1.68140428467e-09	Ab (determinants)
Tetracycline derivative	MH0157	5.96022148431e-08	Ab (determinants)
Nucleoside	MH0157	6.63410452634e-10	Ab (determinants)
Pleuromutilin	MH0157	0	Ab (determinants)
Diaminopyrimidine	MH0157	6.86963756184e-10	Ab (determinants)
Glycopeptide	MH0157	1.05569953362e-09	Ab (determinants)
Lincosamide	MH0157	6.86922378358e-09	Ab (determinants)
Streptogramin	MH0157	3.44161141732e-09	Ab (determinants)
Sulfonamide	MH0157	0	Ab (determinants)
Aminonucleoside	MH0157	0	Ab (determinants)
Aminocoumarin	MH0157	4.98160226235e-11	Ab (determinants)
Mixture	MH0157	4.61872066847e-11	Ab (determinants)
Miscellaneous	MH0157	0	Ab (determinants)
Rifamycin	MH0157	2.55302268133e-11	Ab (determinants)
Lipopeptide	MH0157	8.09438192174e-11	Ab (determinants)
Fluoroquinolone	MH0157	2.0633464215e-10	Ab (determinants)
Oxazolidinone	MH0157	0	Ab (determinants)
Acridine dye	MH0157	0	Ab (determinants)
Macrolide	MH0157	3.72609116823e-09	Ab (determinants)
Phenicol	MH0157	5.34277744643e-09	Ab (determinants)
Elfamycin	MH0157	0	Ab (determinants)
Beta-lactam	MH0157	2.29029713872e-08	Ab (determinants)
Peptide	MH0157	0	Ab (determinants)
Coumarin	MH0157	2.9275639527e-09	Ab (mutations)
Rifampin	MH0157	3.55424196173e-09	Ab (mutations)
Sulfonamides	MH0157	1.18341573322e-09	Ab (mutations)
Fluoroquinolones	MH0157	2.23423475674e-08	Ab (mutations)
Metals	MH0078	4.79520087177e-07	Metals
Biocides	MH0078	7.9933128269e-08	Biocides
Aminoglycoside	MH0104	3.70419144588e-09	Ab (determinants)
Tetracycline derivative	MH0104	1.58776679224e-07	Ab (determinants)
Nucleoside	MH0104	1.59512614426e-09	Ab (determinants)
Pleuromutilin	MH0104	0	Ab (determinants)
Diaminopyrimidine	MH0104	1.43166467685e-10	Ab (determinants)
Glycopeptide	MH0104	4.14501174497e-10	Ab (determinants)
Lincosamide	MH0104	3.80060351941e-08	Ab (determinants)
Streptogramin	MH0104	7.03651546267e-09	Ab (determinants)
Sulfonamide	MH0104	3.96186058718e-09	Ab (determinants)
Aminonucleoside	MH0104	0	Ab (determinants)
Aminocoumarin	MH0104	0	Ab (determinants)
Mixture	MH0104	2.62945649653e-11	Ab (determinants)
Miscellaneous	MH0104	0	Ab (determinants)
Rifamycin	MH0104	0	Ab (determinants)
Lipopeptide	MH0104	8.06937887733e-11	Ab (determinants)
Fluoroquinolone	MH0104	1.18572839893e-10	Ab (determinants)
Oxazolidinone	MH0104	0	Ab (determinants)
Acridine dye	MH0104	0	Ab (determinants)
Macrolide	MH0104	7.35864475543e-09	Ab (determinants)
Phenicol	MH0104	1.77001006018e-09	Ab (determinants)
Elfamycin	MH0104	0	Ab (determinants)
Beta-lactam	MH0104	1.58804699439e-08	Ab (determinants)
Peptide	MH0104	1.6736072489e-11	Ab (determinants)
Coumarin	MH0104	2.12203047174e-09	Ab (mutations)
Rifampin	MH0104	2.53457554566e-09	Ab (mutations)
Sulfonamides	MH0104	1.26943196007e-09	Ab (mutations)
Fluoroquinolones	MH0104	1.38123156941e-08	Ab (mutations)
Metals	MH0103	4.07304289186e-07	Metals
Biocides	MH0103	7.84687491327e-08	Biocides
Aminoglycoside	V1.UC43-0	1.63986514664e-08	Ab (determinants)
Tetracycline derivative	V1.UC43-0	1.52982484268e-07	Ab (determinants)
Nucleoside	V1.UC43-0	6.56026869604e-09	Ab (determinants)
Pleuromutilin	V1.UC43-0	0	Ab (determinants)
Diaminopyrimidine	V1.UC43-0	8.25716495546e-09	Ab (determinants)
Glycopeptide	V1.UC43-0	1.22867196723e-09	Ab (determinants)
Lincosamide	V1.UC43-0	9.68888050083e-08	Ab (determinants)
Streptogramin	V1.UC43-0	9.43954667039e-08	Ab (determinants)
Sulfonamide	V1.UC43-0	4.94552399591e-10	Ab (determinants)
Aminonucleoside	V1.UC43-0	0	Ab (determinants)
Aminocoumarin	V1.UC43-0	3.7519691458e-10	Ab (determinants)
Mixture	V1.UC43-0	6.77954631381e-10	Ab (determinants)
Miscellaneous	V1.UC43-0	0	Ab (determinants)
Rifamycin	V1.UC43-0	1.16696021454e-10	Ab (determinants)
Lipopeptide	V1.UC43-0	8.81036666491e-10	Ab (determinants)
Fluoroquinolone	V1.UC43-0	1.10458593181e-09	Ab (determinants)
Oxazolidinone	V1.UC43-0	0	Ab (determinants)
Acridine dye	V1.UC43-0	0	Ab (determinants)
Macrolide	V1.UC43-0	9.8490335382e-08	Ab (determinants)
Phenicol	V1.UC43-0	1.02679972586e-08	Ab (determinants)
Elfamycin	V1.UC43-0	0	Ab (determinants)
Beta-lactam	V1.UC43-0	5.16636164423e-08	Ab (determinants)
Peptide	V1.UC43-0	1.49998272454e-10	Ab (determinants)
Coumarin	V1.UC43-0	4.04531244058e-09	Ab (mutations)
Rifampin	V1.UC43-0	4.00930414081e-09	Ab (mutations)
Sulfonamides	V1.UC43-0	1.68005409375e-08	Ab (mutations)
Fluoroquinolones	V1.UC43-0	3.32256210201e-08	Ab (mutations)
Aminoglycoside	V1.UC17-2	7.47017097225e-08	Ab (determinants)
Tetracycline derivative	V1.UC17-2	3.87497224792e-07	Ab (determinants)
Nucleoside	V1.UC17-2	2.64140635323e-08	Ab (determinants)
Pleuromutilin	V1.UC17-2	0	Ab (determinants)
Diaminopyrimidine	V1.UC17-2	2.451672019e-09	Ab (determinants)
Glycopeptide	V1.UC17-2	2.32013787849e-10	Ab (determinants)
Lincosamide	V1.UC17-2	3.11859177336e-07	Ab (determinants)
Streptogramin	V1.UC17-2	2.22225539566e-07	Ab (determinants)
